text,label
"World Bank blacklisted China Civil Engineering Construction Corporation, a company that has executed projects in Nigeria under foreign agreements with China.",1
"This attitude is extremely dangerous and belligerent in its tone, although it's said with a quiet voice.",0
The United States cannot continue to carry the major share of this burden by itself.,0
"My fellow citizens, this is not a fight we will lose.",0
"There is a phone scam in which ""these guys only ring once and hang up,"" and if you call back, they can copy your contact list in three seconds as well as your bank or credit details.",1
So I'm very honored by all of that.,0
What I've said is that we have to store it safely.,0
"Let me tell you that I, first of all, oppose an election year tax cut, whether it is the 10% across-the-board tax cut promised to the taxpayers by my opponent in this debate tonight, or whether it is the $27.5 billion tax cut promised on the 20th of August by President Carter.",1
And I favor the death penalty.,0
"And I think tonight, as we contrast for the first time our differing approach to government, to values, to the leadership in this country, I think as this debate goes forward, the American people will have for the first time a chance to weigh the two of us against each other.",0
POLITICS Nigeria HAS Won Over 700 Medals In The Last 3 year,1
"Now, with regard to my feeling about why I thought that his record bespoke his possible taking us back to the same things that we knew under the previous administration, his record is that he spoke in praise of deficits several times, said they weren't to be abhorred -- that, as a matter of fact, he at one time said he wished the deficit could be doubled, because they stimulate the economy and helped reduce unemployment.",1
I was on the world of business for 25 years.,0
"After losing 60,000 factories America is now gaining over 10,000 brand-new, beautiful factories.",1
"Because of previous agreements, their goods and products come into our country for free.",1
[ applause ] This investment will make a profound difference in terms of the backlog of cases that we have.,1
"Vice President, Prof. Yemi Osinbajo has said that ""the N10,000 loan given to traders under the Tradermoni scheme of the Federal Government has been stopped"".",1
Side effects of the HPV vaccine outweigh the positives,1
"Number one, we can do this through the African Union, providing we give them the logistical support.",0
Chennai municipal corporation has shut all vegetable and fruit markets in the city due to coronavirus.,1
There is a very strong moral basis for this concept of equality of opportunity.,0
"That's just flat wrong, and that's not what America is all about.",0
And it would've put uh - very strict uh - uh - control over who owned a handgun.,0
